IMAGE NEWIMG EPOCH FILTER AIRMASS
lsc1m004-fa03-20200213-0153-e91.fits.fz datared/58893.1851_ip.txt 58893.185102 ip 1.3482141
coj1m011-fa12-20200116-0070-e91.fits.fz datared/58864.61434_gp.txt 58864.6143406 gp 1.1586199
lsc1m004-fa03-20200121-0151-e91.fits.fz datared/58870.25196_ip.txt 58870.2519654 ip 1.375134
cpt1m010-fa16-20201226-0084-e91.fits.fz datared/59209.81721_rp.txt 59209.8172183 rp 1.1962439
coj1m011-fa12-20200131-0085-e91.fits.fz datared/58879.45622_gp.txt 58879.4562294 gp 1.0049656
coj1m011-fa12-20200111-0205-e91.fits.fz datared/58859.68435_ip.txt 58859.6843556 ip 1.4748789
coj1m011-fa12-20200313-0106-e91.fits.fz datared/58921.45515_ip.txt 58921.4551546 ip 1.1462359
lsc1m005-fa15-20200127-0252-e91.fits.fz datared/58876.20715_ip.txt 58876.2071512 ip 1.2167312
coj1m003-fa19-20210104-0084-e91.fits.fz datared/59218.60167_ip.txt 59218.6016717 ip 1.0460041
coj1m003-fa19-20201113-0046-e91.fits.fz datared/59166.52291_gp.txt 59166.5229158 gp 1.5690219
cpt1m010-fa16-20201130-0144-e91.fits.fz datared/59183.91775_rp.txt 59183.9177502 rp 1.0976335
cpt1m012-fa06-20201126-0105-e91.fits.fz datared/59179.86829_gp.txt 59179.8682955 gp 1.3567276
coj1m011-fa12-20200110-0064-e91.fits.fz datared/58858.43184_ip.txt 58858.4318417 ip 1.1639091
lsc1m005-fa15-20201129-0276-e91.fits.fz datared/59183.33026_gp.txt 59183.3302609 gp 1.0921975
coj1m011-fa12-20201119-0357-e91.fits.fz datared/59172.71011_rp.txt 59172.7101191 rp 1.0215154
cpt1m010-fa16-20201222-0172-e91.fits.fz datared/59205.96979_rp.txt 59205.9697938 rp 1.015768
lsc1m009-fa04-20200104-0142-e91.fits.fz datared/58853.31538_gp.txt 58853.3153807 gp 1.5076251
coj1m003-fa19-20201226-0085-e91.fits.fz datared/59209.47354_gp.txt 59209.4735412 gp 1.1538809
lsc1m004-fa03-20200121-0121-e91.fits.fz datared/58870.1656_ip.txt 58870.1656052 ip 1.0453088
coj1m003-fa19-20210305-0116-e91.fits.fz datared/59278.47262_ip.txt 59278.4726212 ip 1.1295859
cpt1m010-fa16-20210305-0075-e91.fits.fz datared/59278.79276_ip.txt 59278.7927695 ip 1.0451051
coj1m011-fa12-20200201-0115-e91.fits.fz datared/58880.52889_ip.txt 58880.5288981 ip 1.048869
lsc1m004-fa03-20201225-0113-e91.fits.fz datared/59209.17906_rp.txt 59209.1790687 rp 1.0003076
lsc1m004-fa03-20191226-0019-e91.fits.fz datared/58844.19547_gp.txt 58844.1954789 gp 1.0027592
cpt1m013-fa14-20191224-0126-e91.fits.fz datared/58841.95168_gp.txt 58841.9516863 gp 1.0049305
lsc1m004-fa03-20200111-0055-e91.fits.fz datared/58860.05148_gp.txt 58860.0514832 gp 1.121331
lsc1m005-fa15-20210305-0064-e91.fits.fz datared/59279.01009_ip.txt 59279.0100956 ip 1.0051494
lsc1m004-fa03-20191224-0106-e91.fits.fz datared/58842.27892_gp.txt 58842.2789211 gp 1.1355624
cpt1m013-fa14-20200111-0088-e91.fits.fz datared/58859.96815_gp.txt 58859.9681534 gp 1.1088071
cpt1m012-fa06-20200115-0104-e91.fits.fz datared/58864.0305_gp.txt 58864.0305014 gp 1.4816717
cpt1m012-fa06-20210110-0133-e91.fits.fz datared/59224.91075_ip.txt 59224.9107529 ip 1.0096748
cpt1m010-fa16-20191228-0125-e91.fits.fz datared/58846.02371_gp.txt 58846.0237122 gp 1.1647007
lsc1m009-fa04-20200315-0097-e91.fits.fz datared/58924.12641_up.txt 58924.1264187 up 1.5529475
coj1m011-fa12-20200312-0059-e91.fits.fz datared/58920.38835_ip.txt 58920.3883563 ip 1.0096251
lsc1m009-fa04-20200305-0048-e91.fits.fz datared/58914.05237_gp.txt 58914.0523752 gp 1.0580405
cpt1m012-fa06-20210106-0067-e91.fits.fz datared/59220.8594_rp.txt 59220.8594079 rp 1.0199897
cpt1m012-fa06-20200102-0182-e91.fits.fz datared/58851.07144_gp.txt 58851.0714445 gp 1.5290602
cpt1m012-fa06-20200225-0081-e91.fits.fz datared/58904.79282_ip.txt 58904.7928268 ip 1.01433
lsc1m005-fa15-20201125-0397-e91.fits.fz datared/59179.26761_gp.txt 59179.2676113 gp 1.0002353
lsc1m004-fa03-20210111-0141-e91.fits.fz datared/59226.16027_ip.txt 59226.1602757 ip 1.0085811
coj1m003-fa19-20201209-0105-e91.fits.fz datared/59192.54233_rp.txt 59192.5423344 rp 1.0871218
lsc1m005-fa15-20201228-0109-e91.fits.fz datared/59212.11155_rp.txt 59212.1115554 rp 1.0611349
lsc1m005-fa15-20201120-0112-e91.fits.fz datared/59174.15816_rp.txt 59174.1581603 rp 1.2532302
cpt1m010-fa16-20201112-0195-e91.fits.fz datared/59166.04949_ip.txt 59166.0494962 ip 1.0004311
coj1m011-fa12-20201207-0126-e91.fits.fz datared/59190.57886_ip.txt 59190.5788693 ip 1.0286434
coj1m003-fa19-20210110-0135-e91.fits.fz datared/59224.53854_gp.txt 59224.5385474 gp 1.0010808
lsc1m005-fa15-20210304-0059-e91.fits.fz datared/59278.01094_ip.txt 59278.0109479 ip 1.0041723
coj1m003-fa19-20201030-0237-e91.fits.fz datared/59152.6433_ip.txt 59152.6433095 ip 1.1089636
lsc1m005-fa15-20201221-0285-e91.fits.fz datared/59205.21554_gp.txt 59205.2155466 gp 1.0071719
coj1m011-fa12-20210306-0071-e91.fits.fz datared/59279.42468_ip.txt 59279.4246884 ip 1.0299568
lsc1m009-fa04-20200220-0113-e91.fits.fz datared/58900.18096_ip.txt 58900.1809694 ip 1.4562241
lsc1m005-fa15-20200213-0068-e91.fits.fz datared/58893.02575_gp.txt 58893.0257517 gp 1.0075963
coj1m011-fa12-20201120-0147-e91.fits.fz datared/59173.71911_gp.txt 59173.719117 gp 1.0371903
coj1m011-fa12-20210305-0087-e91.fits.fz datared/59278.45554_ip.txt 59278.4555405 ip 1.0822981
coj1m011-fa12-20200322-0103-e91.fits.fz datared/58930.44864_up.txt 58930.4486456 up 1.2169905
lsc1m009-fa04-20191219-0183-e91.fits.fz datared/58837.24459_gp.txt 58837.2445937 gp 1.0283909
cpt1m013-fa14-20200830-0046-e91.fits.fz datared/59092.0808_ip.txt 59092.0808087 ip 1.5791126
cpt1m013-fa14-20201130-0259-e91.fits.fz datared/59184.07887_ip.txt 59184.0788708 ip 1.1035375
cpt1m010-fa16-20201228-0054-e91.fits.fz datared/59211.78532_ip.txt 59211.7853277 ip 1.3291789
cpt1m013-fa14-20191220-0104-e91.fits.fz datared/58837.97188_gp.txt 58837.9718823 gp 1.0110169
lsc1m004-fa03-20201203-0185-e91.fits.fz datared/59187.17461_ip.txt 59187.1746107 ip 1.0722186
coj1m011-fa12-20200226-0156-e91.fits.fz datared/58905.53807_gp.txt 58905.5380722 gp 1.3276367
lsc1m004-fa03-20201113-0133-e91.fits.fz datared/59167.17447_ip.txt 59167.1744753 ip 1.2675888
cpt1m012-fa06-20201130-0341-e91.fits.fz datared/59183.99832_ip.txt 59183.9983209 ip 1.0003066
lsc1m004-fa03-20210111-0192-e91.fits.fz datared/59226.28185_rp.txt 59226.2818588 rp 1.4078684
lsc1m004-fa03-20200306-0137-e91.fits.fz datared/58915.13623_ip.txt 58915.136232 ip 1.4265971
lsc1m004-fa03-20200105-0137-e91.fits.fz datared/58854.16523_gp.txt 58854.1652303 gp 1.0017196
cpt1m013-fa14-20201109-0298-e91.fits.fz datared/59163.01617_gp.txt 59163.0161735 gp 1.0217639
lsc1m004-fa03-20200101-0275-e91.fits.fz datared/58850.27353_gp.txt 58850.2735389 gp 1.1967228
cpt1m012-fa06-20210302-0088-e91.fits.fz datared/59275.80956_rp.txt 59275.8095626 rp 1.0609312
cpt1m013-fa14-20201121-0178-e91.fits.fz datared/59175.03652_rp.txt 59175.0365277 rp 1.0034146
lsc1m004-fa03-20200220-0049-e91.fits.fz datared/58900.01521_ip.txt 58900.0152184 ip 1.0029667
cpt1m013-fa14-20201125-0073-e91.fits.fz datared/59178.84648_gp.txt 59178.8464884 gp 1.5483182
lsc1m005-fa15-20210303-0129-e91.fits.fz datared/59277.0438_gp.txt 59277.043807 gp 1.0329965
lsc1m005-fa15-20210109-0103-e91.fits.fz datared/59224.10272_rp.txt 59224.1027218 rp 1.0229245
cpt1m010-fa16-20201227-0178-e91.fits.fz datared/59210.97936_gp.txt 59210.979367 gp 1.0466724
cpt1m013-fa14-20200126-0106-e91.fits.fz datared/58874.87289_gp.txt 58874.8728938 gp 1.0126985
cpt1m013-fa14-20201113-0248-e91.fits.fz datared/59166.92904_ip.txt 59166.9290483 ip 1.2202132
lsc1m009-fa04-20200229-0117-e91.fits.fz datared/58909.1344_gp.txt 58909.1344032 gp 1.3054083
cpt1m012-fa06-20201123-0090-e91.fits.fz datared/59176.91381_rp.txt 59176.9138154 rp 1.1706729
lsc1m009-fa04-20200115-0228-e91.fits.fz datared/58864.28307_gp.txt 58864.2830721 gp 1.4877906
coj1m003-fa19-20201013-0285-e91.fits.fz datared/59135.76608_gp.txt 59135.7660822 gp 1.0006977
cpt1m010-fa16-20201223-0111-e91.fits.fz datared/59206.93433_gp.txt 59206.9343329 gp 1.0002884
lsc1m004-fa03-20200130-0110-e91.fits.fz datared/58879.127_gp.txt 58879.1270018 gp 1.0246548
cpt1m013-fa14-20201224-0120-e91.fits.fz datared/59208.06074_rp.txt 59208.0607467 rp 1.2923598
cpt1m013-fa14-20210302-0063-e91.fits.fz datared/59275.79674_rp.txt 59275.7967473 rp 1.0383012
coj1m003-fa19-20201113-0258-e91.fits.fz datared/59166.72664_ip.txt 59166.7266498 ip 1.0216831
coj1m011-fa12-20200328-0072-e91.fits.fz datared/58936.4046_rp.txt 58936.404609 rp 1.1157473
coj1m011-fa12-20210123-0063-e91.fits.fz datared/59237.42883_rp.txt 59237.428832 rp 1.0657005
lsc1m005-fa15-20200129-0138-e91.fits.fz datared/58878.20634_gp.txt 58878.2063467 gp 1.2383632
coj1m003-fa19-20210110-0065-e91.fits.fz datared/59224.45571_ip.txt 59224.4557198 ip 1.0852615
coj1m011-fa12-20200104-0078-e91.fits.fz datared/58852.48197_gp.txt 58852.4819773 gp 1.0673426
cpt1m012-fa06-20200209-0061-e91.fits.fz datared/58888.77416_gp.txt 58888.7741698 gp 1.0144239
lsc1m004-fa03-20200106-0091-e91.fits.fz datared/58855.09556_ip.txt 58855.095569 ip 1.0486771
lsc1m009-fa04-20200208-0088-e91.fits.fz datared/58888.11237_gp.txt 58888.1123735 gp 1.0385978
lsc1m009-fa04-20200223-0104-e91.fits.fz datared/58903.12591_ip.txt 58903.1259106 ip 1.1847814
coj1m011-fa12-20200103-0156-e91.fits.fz datared/58851.65626_gp.txt 58851.6562684 gp 1.1829555
lsc1m009-fa04-20191220-0288-e91.fits.fz datared/58838.31751_gp.txt 58838.3175142 gp 1.2478076
cpt1m010-fa16-20210102-0129-e91.fits.fz datared/59216.89407_rp.txt 59216.8940752 rp 1.0027303
cpt1m013-fa14-20200306-0069-e91.fits.fz datared/58914.81176_gp.txt 58914.8117619 gp 1.0921862
cpt1m013-fa14-20191219-0046-e91.fits.fz datared/58836.80748_gp.txt 58836.8074858 gp 1.3570848
cpt1m013-fa14-20201202-0325-e91.fits.fz datared/59185.99812_ip.txt 59185.9981288 ip 1.0008737
cpt1m013-fa14-20200102-0055-e91.fits.fz datared/58850.81546_gp.txt 58850.8154617 gp 1.1396562
coj1m011-fa12-20200108-0063-e91.fits.fz datared/58856.43069_ip.txt 58856.4306987 ip 1.1894265
coj1m011-fa12-20200111-0096-e91.fits.fz datared/58859.51245_ip.txt 58859.5124562 ip 1.0041301
coj1m003-fa19-20201126-0282-e91.fits.fz datared/59179.62538_ip.txt 59179.6253898 ip 1.0110355
cpt1m012-fa06-20200224-0066-e91.fits.fz datared/58903.79181_gp.txt 58903.7918158 gp 1.0111325
coj1m011-fa12-20191220-0318-e91.fits.fz datared/58837.64857_gp.txt 58837.6485712 gp 1.0530006
coj1m011-fa12-20200413-0102-e91.fits.fz datared/58952.43792_gp.txt 58952.4379231 gp 1.5410166
cpt1m010-fa16-20201225-0137-e91.fits.fz datared/59208.92752_gp.txt 59208.9275278 gp 1.0003174
cpt1m013-fa14-20201014-0287-e91.fits.fz datared/59137.00372_gp.txt 59137.0037212 gp 1.2543558
lsc1m004-fa03-20201228-0159-e91.fits.fz datared/59212.22642_ip.txt 59212.2264294 ip 1.0408577
coj1m003-fa19-20210116-0389-e91.fits.fz datared/59230.6747_ip.txt 59230.6747002 ip 1.5274723
cpt1m013-fa14-20200903-0350-e91.fits.fz datared/59096.07734_ip.txt 59096.0773423 ip 1.509745
cpt1m010-fa16-20201231-0181-e91.fits.fz datared/59214.97586_gp.txt 59214.9758663 gp 1.0604154
cpt1m012-fa06-20201220-0101-e91.fits.fz datared/59204.07798_ip.txt 59204.0779861 ip 1.32883
cpt1m013-fa14-20200108-0089-e91.fits.fz datared/58856.85312_gp.txt 58856.8531297 gp 1.0232343
lsc1m005-fa15-20210111-0073-e91.fits.fz datared/59226.04971_ip.txt 59226.0497182 ip 1.1204866
coj1m011-fa12-20201127-0447-e91.fits.fz datared/59180.70239_ip.txt 59180.7023952 ip 1.0409499
cpt1m010-fa16-20191229-0111-e91.fits.fz datared/58846.94026_gp.txt 58846.94026 gp 1.0061595
coj1m003-fa19-20201007-0038-e91.fits.fz datared/59129.67195_rp.txt 59129.6719553 rp 1.2360971
coj1m003-fa19-20201201-0079-e91.fits.fz datared/59184.49595_ip.txt 59184.495956 ip 1.3849812
lsc1m004-fa03-20200308-0071-e91.fits.fz datared/58917.03764_gp.txt 58917.0376437 gp 1.0459565
cpt1m012-fa06-20191222-0053-e91.fits.fz datared/58839.78291_gp.txt 58839.7829139 gp 1.4769721
coj1m003-fa19-20201124-0107-e91.fits.fz datared/59177.5352_gp.txt 59177.5352062 gp 1.2642879
cpt1m013-fa14-20200125-0073-e91.fits.fz datared/58873.83235_ip.txt 58873.8323577 ip 1.0031012
cpt1m013-fa14-20200103-0053-e91.fits.fz datared/58851.82005_gp.txt 58851.8200525 gp 1.1168581
cpt1m013-fa14-20200309-0084-e91.fits.fz datared/58917.87749_gp.txt 58917.8774962 gp 1.437297
cpt1m010-fa16-20201228-0104-e91.fits.fz datared/59211.88361_rp.txt 59211.8836143 rp 1.0203927
coj1m011-fa12-20200916-0571-e91.fits.fz datared/59108.78313_rp.txt 59108.7831301 rp 1.0613827
cpt1m010-fa16-20210104-0071-e91.fits.fz datared/59219.02598_rp.txt 59219.0259819 rp 1.2670978
cpt1m013-fa14-20200221-0073-e91.fits.fz datared/58900.7672_gp.txt 58900.7672014 gp 1.0007082
cpt1m010-fa16-20210304-0146-e91.fits.fz datared/59277.89797_ip.txt 59277.8979788 ip 1.4866026
coj1m011-fa12-20200120-0449-e91.fits.fz datared/58868.6176_gp.txt 58868.6176096 gp 1.2155221
cpt1m010-fa16-20191231-0053-e91.fits.fz datared/58848.78498_gp.txt 58848.784988 gp 1.2954396
coj1m011-fa12-20210113-0149-e91.fits.fz datared/59227.65707_ip.txt 59227.6570723 ip 1.3331424
cpt1m013-fa14-20200113-0108-e91.fits.fz datared/58861.97007_ip.txt 58861.9700746 ip 1.1308159
cpt1m012-fa06-20201126-0088-e91.fits.fz datared/59179.83898_gp.txt 59179.8389855 gp 1.5948574
cpt1m013-fa14-20201125-0138-e91.fits.fz datared/59179.01902_rp.txt 59179.0190295 rp 1.0012451
coj1m011-fa12-20200417-0062-e91.fits.fz datared/58956.36917_ip.txt 58956.3691799 ip 1.181477
lsc1m004-fa03-20210301-0131-e91.fits.fz datared/59275.14257_gp.txt 59275.1425733 gp 1.3692902
cpt1m010-fa16-20191230-0060-e91.fits.fz datared/58847.78858_gp.txt 58847.7885818 gp 1.290676
cpt1m013-fa14-20201220-0072-e91.fits.fz datared/59203.80662_ip.txt 59203.8066286 ip 1.3324922
coj1m011-fa12-20200120-0452-e91.fits.fz datared/58868.61963_ip.txt 58868.6196396 ip 1.2246564
lsc1m004-fa03-20201127-0165-e91.fits.fz datared/59181.31311_rp.txt 59181.3131162 rp 1.0442436
cpt1m013-fa14-20200226-0054-e91.fits.fz datared/58905.78808_gp.txt 58905.7880893 gp 1.0125635
cpt1m012-fa06-20210110-0134-e91.fits.fz datared/59224.91164_rp.txt 59224.9116428 rp 1.010347
coj1m011-fa12-20200121-0201-e91.fits.fz datared/58869.61372_gp.txt 58869.6137252 gp 1.2104402
coj1m003-fa19-20201208-0363-e91.fits.fz datared/59191.66235_ip.txt 59191.6623564 ip 1.0264891
cpt1m013-fa14-20200102-0060-e91.fits.fz datared/58850.89873_gp.txt 58850.898735 gp 1.0018476
coj1m003-fa19-20210303-0110-e91.fits.fz datared/59276.50737_gp.txt 59276.5073703 gp 1.2457356
coj1m011-fa12-20200201-0065-e91.fits.fz datared/58880.44678_gp.txt 58880.4467811 gp 1.0092624
coj1m003-fa19-20201202-0125-e91.fits.fz datared/59185.71007_ip.txt 59185.7100794 ip 1.0837606
lsc1m004-fa03-20201230-0162-e91.fits.fz datared/59214.23072_rp.txt 59214.2307204 rp 1.0583691
cpt1m013-fa14-20201113-0261-e91.fits.fz datared/59166.95233_ip.txt 59166.9523334 ip 1.1318894
cpt1m013-fa14-20210108-0081-e91.fits.fz datared/59222.86221_gp.txt 59222.8622155 gp 1.0120563
cpt1m013-fa14-20200108-0092-e91.fits.fz datared/58856.85513_ip.txt 58856.8551384 ip 1.0209299
lsc1m005-fa15-20200204-0071-e91.fits.fz datared/58884.03185_ip.txt 58884.0318553 ip 1.0252615
cpt1m010-fa16-20201128-0106-e91.fits.fz datared/59181.84886_ip.txt 59181.8488668 ip 1.4569852
lsc1m009-fa04-20200102-0134-e91.fits.fz datared/58851.24757_gp.txt 58851.2475782 gp 1.1145285
cpt1m013-fa14-20201202-0360-e91.fits.fz datared/59186.08944_rp.txt 59186.089443 rp 1.1532319
coj1m011-fa12-20200215-0112-e91.fits.fz datared/58894.51453_ip.txt 58894.5145322 ip 1.1022771
cpt1m012-fa06-20210120-0093-e91.fits.fz datared/59234.83864_rp.txt 59234.8386404 rp 1.0056621
cpt1m013-fa14-20200824-0168-e91.fits.fz datared/59086.09973_ip.txt 59086.0997351 ip 1.5545044
lsc1m004-fa03-20200210-0058-e91.fits.fz datared/58890.02151_gp.txt 58890.0215143 gp 1.0182951
cpt1m013-fa14-20201227-0060-e91.fits.fz datared/59210.7859_rp.txt 59210.7859093 rp 1.3424035
cpt1m013-fa14-20201109-0300-e91.fits.fz datared/59163.01761_rp.txt 59163.0176109 rp 1.0201551
cpt1m013-fa14-20201125-0074-e91.fits.fz datared/59178.84721_ip.txt 59178.8472177 ip 1.5415511
lsc1m004-fa03-20201226-0068-e91.fits.fz datared/59210.05934_ip.txt 59210.0593491 ip 1.255848
coj1m011-fa12-20201126-0095-e91.fits.fz datared/59179.53492_gp.txt 59179.5349247 gp 1.2385451
lsc1m004-fa03-20210103-0055-e91.fits.fz datared/59218.03592_rp.txt 59218.0359235 rp 1.2639485
coj1m011-fa12-20200901-0195-e91.fits.fz datared/59093.74331_rp.txt 59093.7433162 rp 1.3925451
lsc1m009-fa04-20200108-0115-e91.fits.fz datared/58857.17785_gp.txt 58857.1778565 gp 1.0146435
cpt1m012-fa06-20210110-0078-e91.fits.fz datared/59224.82046_rp.txt 59224.8204615 rp 1.0634624
lsc1m005-fa15-20201221-0343-e91.fits.fz datared/59205.30731_rp.txt 59205.3073177 rp 1.2220556
coj1m011-fa12-20200313-0058-e91.fits.fz datared/58921.38649_gp.txt 58921.3864944 gp 1.0102961
lsc1m004-fa03-20201113-0134-e91.fits.fz datared/59167.17518_rp.txt 59167.1751897 rp 1.2638502
lsc1m009-fa04-20200129-0109-e91.fits.fz datared/58878.13416_gp.txt 58878.1341617 gp 1.0304492
coj1m003-fa19-20201120-0039-e91.fits.fz datared/59173.53489_gp.txt 59173.5348957 gp 1.32718
cpt1m010-fa16-20201228-0053-e91.fits.fz datared/59211.7846_gp.txt 59211.7846032 gp 1.3336124
cpt1m013-fa14-20200212-0117-e91.fits.fz datared/58891.93517_ip.txt 58891.9351729 ip 1.3448042
cpt1m010-fa16-20201222-0215-e91.fits.fz datared/59206.05574_ip.txt 59206.055744 ip 1.2387618
cpt1m013-fa14-20201106-0065-e91.fits.fz datared/59159.89537_gp.txt 59159.8953763 gp 1.5770233
lsc1m004-fa03-20201102-0265-e91.fits.fz datared/59156.30314_ip.txt 59156.3031406 ip 1.0088485
coj1m011-fa12-20200112-0055-e91.fits.fz datared/58860.46806_gp.txt 58860.4680607 gp 1.0516197
coj1m011-fa12-20200113-0080-e91.fits.fz datared/58861.46952_ip.txt 58861.4695214 ip 1.0442503
cpt1m012-fa06-20200317-0072-e91.fits.fz datared/58925.78259_up.txt 58925.782594 up 1.0944274
cpt1m013-fa14-20191225-0132-e91.fits.fz datared/58842.961_gp.txt 58842.9610029 gp 1.0133462
cpt1m010-fa16-20201229-0169-e91.fits.fz datared/59212.97718_rp.txt 59212.9771841 rp 1.0524981
cpt1m012-fa06-20200129-0145-e91.fits.fz datared/58877.95771_gp.txt 58877.9577189 gp 1.2567267
lsc1m005-fa15-20201127-0065-e91.fits.fz datared/59181.09246_gp.txt 59181.0924609 gp 1.5920362
cpt1m010-fa16-20200204-0052-e91.fits.fz datared/58883.78332_gp.txt 58883.7833257 gp 1.0188567
cpt1m013-fa14-20201127-0107-e91.fits.fz datared/59180.9805_rp.txt 59180.980505 rp 1.0092491
coj1m011-fa12-20201106-0152-e91.fits.fz datared/59159.55317_ip.txt 59159.5531718 ip 1.4681671
coj1m003-fa19-20201111-0096-e91.fits.fz datared/59164.53925_gp.txt 59164.5392501 gp 1.4704738
coj1m011-fa12-20200121-0168-e91.fits.fz datared/58869.53669_ip.txt 58869.5366912 ip 1.017743
cpt1m013-fa14-20191223-0058-e91.fits.fz datared/58840.80517_gp.txt 58840.8051715 gp 1.3047523
cpt1m012-fa06-20201229-0060-e91.fits.fz datared/59212.78656_rp.txt 59212.7865677 rp 1.3058224
cpt1m013-fa14-20200313-0080-e91.fits.fz datared/58921.79336_up.txt 58921.7933646 up 1.0940477
cpt1m012-fa06-20191226-0063-e91.fits.fz datared/58843.94974_gp.txt 58843.9497477 gp 1.0069401
coj1m011-fa12-20201130-0286-e91.fits.fz datared/59183.6619_gp.txt 59183.6619006 gp 1.0058345
lsc1m005-fa15-20200219-0022-e91.fits.fz datared/58899.11503_gp.txt 58899.115039 gp 1.1102547
cpt1m013-fa14-20201223-0107-e91.fits.fz datared/59207.09749_gp.txt 59207.0974934 gp 1.5362884
cpt1m010-fa16-20201130-0114-e91.fits.fz datared/59183.86127_gp.txt 59183.8612775 gp 1.3322406
lsc1m004-fa03-20201229-0158-e91.fits.fz datared/59213.22598_gp.txt 59213.2259899 gp 1.044669
cpt1m013-fa14-20191220-0080-e91.fits.fz datared/58837.88851_gp.txt 58837.888519 gp 1.0471224
lsc1m005-fa15-20201220-0215-e91.fits.fz datared/59204.19843_ip.txt 59204.1984359 ip 1.0001689
coj1m011-fa12-20200108-0064-e91.fits.fz datared/58856.43135_ip.txt 58856.4313594 ip 1.1867865
cpt1m012-fa06-20201202-0111-e91.fits.fz datared/59185.87194_ip.txt 59185.8719455 ip 1.2445164
lsc1m004-fa03-20200106-0179-e91.fits.fz datared/58855.26132_gp.txt 58855.2613208 gp 1.2027919
lsc1m004-fa03-20201222-0182-e91.fits.fz datared/59206.30697_rp.txt 59206.3069744 rp 1.2331487
coj1m011-fa12-20210111-0236-e91.fits.fz datared/59225.66509_rp.txt 59225.6650903 rp 1.3492325
lsc1m004-fa03-20200229-0085-e91.fits.fz datared/58909.05506_gp.txt 58909.0550639 gp 1.0386457
lsc1m005-fa15-20201205-0302-e91.fits.fz datared/59189.35441_rp.txt 59189.3544195 rp 1.2380546
lsc1m009-fa04-20200119-0061-e91.fits.fz datared/58868.03445_ip.txt 58868.0344526 ip 1.1072066
lsc1m009-fa04-20200223-0103-e91.fits.fz datared/58903.12519_gp.txt 58903.1251919 gp 1.1818936
lsc1m004-fa03-20200309-0070-e91.fits.fz datared/58918.03839_gp.txt 58918.038397 gp 1.0521841
lsc1m004-fa03-20200228-0132-e91.fits.fz datared/58908.12146_gp.txt 58908.1214601 gp 1.2243571
cpt1m012-fa06-20210305-0130-e91.fits.fz datared/59278.81324_rp.txt 59278.8132485 rp 1.0873704
cpt1m013-fa14-20200202-0065-e91.fits.fz datared/58881.86229_ip.txt 58881.8622933 ip 1.0210983
lsc1m009-fa04-20200311-0068-e91.fits.fz datared/58920.04279_ip.txt 58920.0427941 ip 1.0723161
cpt1m012-fa06-20201210-0440-e91.fits.fz datared/59194.09459_rp.txt 59194.0945976 rp 1.2689482
lsc1m005-fa15-20210111-0074-e91.fits.fz datared/59226.05043_rp.txt 59226.0504379 rp 1.1183089
lsc1m004-fa03-20201126-0121-e91.fits.fz datared/59180.18824_rp.txt 59180.1882462 rp 1.0850504
coj1m003-fa19-20200902-0211-e91.fits.fz datared/59094.7434_gp.txt 59094.7434052 gp 1.3730333
coj1m003-fa19-20210117-0070-e91.fits.fz datared/59231.43247_rp.txt 59231.4324753 rp 1.0957087
cpt1m013-fa14-20191231-0059-e91.fits.fz datared/58848.87285_gp.txt 58848.8728578 gp 1.0257948
lsc1m004-fa03-20201229-0099-e91.fits.fz datared/59213.11501_ip.txt 59213.115019 ip 1.0492961
cpt1m013-fa14-20200221-0074-e91.fits.fz datared/58900.76793_ip.txt 58900.7679385 ip 1.0006018
cpt1m010-fa16-20200208-0105-e91.fits.fz datared/58887.86406_ip.txt 58887.8640662 ip 1.0467954
cpt1m013-fa14-20191220-0053-e91.fits.fz datared/58837.80531_gp.txt 58837.8053126 gp 1.3535072
cpt1m010-fa16-20201228-0103-e91.fits.fz datared/59211.88289_ip.txt 59211.8828901 ip 1.0211971
coj1m003-fa19-20201113-0048-e91.fits.fz datared/59166.52412_ip.txt 59166.5241214 ip 1.5562825
lsc1m005-fa15-20201123-0365-e91.fits.fz datared/59177.28494_gp.txt 59177.2849429 gp 1.0033427
lsc1m004-fa03-20200103-0116-e91.fits.fz datared/58852.14883_gp.txt 58852.1488307 gp 1.0020176
lsc1m005-fa15-20201129-0278-e91.fits.fz datared/59183.3317_ip.txt 59183.3317009 ip 1.0959537
cpt1m012-fa06-20200220-0144-e91.fits.fz datared/58899.85044_gp.txt 58899.8504481 gp 1.0865169
lsc1m004-fa03-20200110-0161-e91.fits.fz datared/58859.26039_gp.txt 58859.2603931 gp 1.2489316
cpt1m013-fa14-20200103-0054-e91.fits.fz datared/58851.89873_gp.txt 58851.8987391 gp 1.0011363
cpt1m010-fa16-20200204-0094-e91.fits.fz datared/58883.86249_ip.txt 58883.8624996 ip 1.0279509
coj1m003-fa19-20201114-0258-e91.fits.fz datared/59167.56694_ip.txt 59167.5669462 ip 1.2421607
coj1m011-fa12-20200127-0147-e91.fits.fz datared/58875.54041_ip.txt 58875.5404183 ip 1.0451527
coj1m011-fa12-20200203-0173-e91.fits.fz datared/58882.61359_gp.txt 58882.6135923 gp 1.4127113
cpt1m012-fa06-20201102-0133-e91.fits.fz datared/59155.90605_ip.txt 59155.9060545 ip 1.5794036
lsc1m004-fa03-20191225-0057-e91.fits.fz datared/58843.19544_gp.txt 58843.1954464 gp 1.0017767
cpt1m013-fa14-20201214-0074-e91.fits.fz datared/59197.8067_rp.txt 59197.8067092 rp 1.4449817
coj1m011-fa12-20210122-0115-e91.fits.fz datared/59236.53029_ip.txt 59236.5302945 ip 1.0161051
